         16595716 function calls (16555956 primitive calls) in 4.772 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      145    0.000    0.000    0.000    0.000 <frozen _collections_abc>:473(__new__)
      486    0.000    0.000    0.000    0.000 /home/gavin/Documents/MAY/june_zero/may/distributor/distributor_venue_to_subsets.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/lzma.py:1(<module>)
     1186    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/internals/managers.py:1856(__init__)
     1538    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/f2py/f90mod_rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/Documents/MAY/june_zero/may/distributor/distributor_pop_to_venue.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:3211(_moment_central_dispatch)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/__init__.py:153(_ensure_llvm)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/representer.py:13(BaseRepresenter)
       52    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/strings/accessor.py:129(_forbid_nonstring_types)
      291    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:2696(overload)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/datetimelike.py:1967(TimelikeOps)
       25    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:2073(__init__)
        9    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:2613(_get_formatter)
    477/1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/__config__.py:14(_cleanup)
     1746    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/re/_parser.py:112(__init__)
        6    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:833(validation)
        7    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/lib/_arraysetops_impl.py:348(_unique1d)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/_mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/string_arrow.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/common.py:160(is_url)
       83    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/config.py:180(_readenv)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:1355(__init__)
      876    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/formats/printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/linalg/_eigen/lobpcg/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:1250(argmax)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/indexes/range.py:1(<module>)
  472/390    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:1443(__hash__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/util/hashing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_trlib/__init__.py:1(<module>)
     1399    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/groupby/grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/bytecode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/reshape/merge.py:1(<module>)
      736    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:1437(__eq__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/ir/module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/difflib.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/argparse.py:162(__init__)
      132    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
       14    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/dtypes/dtypes.py:690(DatetimeTZDtype)
       15    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/internals/managers.py:2295(_merge_blocks)
      304    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/templates.py:1258(register_global)
       14    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:1715(copy_with)
        8    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/functools.py:930(wrapper)
        1    0.000    0.000    0.000    0.000 /home/gavin/Documents/MAY/june_zero/may/population/person.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/gettext.py:627(gettext)
       23    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/overrides.py:179(decorator)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_linprog_rs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/parsers/base_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/_testing/_io.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:3276(_moment_standardized)
     1369    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     1403    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      597    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_utils/_inspect.py:13(ismethod)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/shape_base.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/gettext.py:587(dgettext)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typeinfer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/computation/pytables.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/series.py:6439(_reduce)
        5    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/decorator.py:144(make)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_rcont/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/lib/_scimath_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/value.py:48(ValueKind)
        3    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_tukeylambda_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/struct.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:3282(_moment_standardized_dispatch)
       12    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:1658(copy_with)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typeconv/castgraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_lsq/trf.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/urllib/parse.py:374(urlparse)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/gettext.py:528(translation)
      576    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/typing.py:1765(__eq__)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/_methods.py:150(_var)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/arrayprint.py:510(_get_format_function)
      121    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/numerictypes.py:475(issubdtype)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typeconv/typeconv.py:90(safe)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/sas/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/_lib/array_api_extra/_lib/_utils/_helpers.py:1(<module>)
      303    0.000    0.000    0.000    0.000 /home/gavin/Documents/MAY/june_zero/may/geography/geography.py:163(get_unit)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/_type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/Documents/MAY/june_zero/may/population/person.py:10(Person)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/indexes/period.py:1(<module>)
      574    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
     1330    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/logging/__init__.py:840(filter)
        3    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/gettext.py:488(find)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/spatial/_spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/interpolate/_bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/optimize/_tnc.py:1(<module>)
      318    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/function_base.py:455(_needs_add_docstring)
       25    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/generic.py:4548(get)
      172    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/re/_parser.py:230(__init__)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/dateutil/relativedelta.py:1(<module>)
     3471    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/inspect.py:3111(parameters)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/experimental/jitclass/boxing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/lib/_polynomial_impl.py:1248(__init__)
      151    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/re/_parser.py:311(_class_escape)
       42    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/ops/docstrings.py:7(make_flex_doc)
        4    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numpy/_core/getlimits.py:550(_init)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/itanium_mangler.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/scanner.py:1270(scan_plain)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/io/sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/llvmlite/binding/typeref.py:8(TypeKind)
       12    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:724(validate)
      302    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/yaml/scanner.py:145(need_more_tokens)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/arrays/timedeltas.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/stats/_distribution_infrastructure.py:3308(_moment_standardized_normalize)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/window/rolling.py:884(Window)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/scipy/sparse/linalg/_expm_multiply.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/typing/templates.py:1009(make_intrinsic_template)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/pandas/core/indexes/datetimes.py:106(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 /home/gavin/.conda/envs/claude/lib/python3.13/site-packages/numba/core/config.py:381(avx_default)
